Company,Job,Salary,Location,Year
CAPITAL ONE SERVICES LLC,DATA ANALYSIS MANAGER,104000.0,"RICHMOND, VA",2015
CAPITAL ONE SERVICES LLC,DATA ANALYSIS MANAGER,104000.0,"RICHMOND, VA",2015
MOVE INC,DATA ANALYSIS MANAGER,120175.0,"SAN JOSE, CA",2015
NCI INFORMATION SYSTEMS INC,DATA ANALYSIS SUPERVISOR,66493.0,"OMAHA, NE",2015
HCL GLOBAL SYSTEMS INC,DATA ANALYST,53300.0,"CLEVELAND, TN",2015
TEKSYSTEMS INC,DATA ANALYST,72300.0,"TROY, MI",2015
MCKINSEY &amp; COMPANY INC UNITED STATES,DATA ANALYST,87900.0,"WALTHAM, MA",2015
WAYFAIR LLC,DATA ANALYST,42765.0,"BOSTON, MA",2015
H LEE MOFFITT CANCER CENTER &amp; RESEARCH INSTITUTE,DATA ANALYST,48194.0,"TAMPA, FL",2015
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,DATA ANALYST,50000.0,"SEATTLE, WA",2015
SANTANDER CONSUMER USA INC,DATA ANALYST,50000.0,"NORTH RICHLAND HILLS, TX",2015
PAN OCEANIC CHARTERING INC,DATA ANALYST,52000.0,"EAST RUTHERFORD, NJ",2015
CHILD MIND INSTITUTE INC,DATA ANALYST,52440.0,"NEW YORK, NY",2015
CHILD MIND INSTITUTE INC,DATA ANALYST,52440.0,"NEW YORK, NY",2015
WISSEN INFOTECH INC,DATA ANALYST,55000.0,"PLANO, TX",2015
UTC ASSOCIATES INC,DATA ANALYST,55744.0,"NEW YORK, NY",2015
CB&amp;I ENVIRONMENTAL &amp; INFRASTRUCTURE INC,DATA ANALYST,55973.0,"NEW YORK, NY",2015
MICROINFO INC,DATA ANALYST,56285.0,"MILWAUKEE, WI",2015
AGAP TECHNOLOGIES INC,DATA ANALYST,56680.0,"DES MOINES, IA",2015
IQUADRA INFORMATION SERVICES LLC,DATA ANALYST,56909.0,"ATLANTA, GA",2015
THE FIDELIS GROUP,DATA ANALYST,57000.0,"LITTLE FERRY, NJ",2015
THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,DATA ANALYST,57450.0,"HOUSTON, TX",2015
CEM TECHNOLOGY INC,DATA ANALYST,58000.0,"WILMINGTON, DE",2015
ULAB INC,DATA ANALYST,59000.0,"NEW YORK, NY",2015
ACXIOM CORPORATION,DATA ANALYST,59738.0,"BURLINGTON, MA",2015
EDGEIT CORP,DATA ANALYST,60000.0,"FORT WASHINGTON,, PA",2015
BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"HENDERSON, NV",2015
C-VISION INC,DATA ANALYST,60000.0,"TROY, MI",2015
C-VISION INC,DATA ANALYST,60000.0,"AUBURN HILLS, MI",2015
MICROINFO INC,DATA ANALYST,60000.0,"MEQUON, WI",2015
BELL INFO SOLUTIONS LLC,DATA ANALYST,60000.0,"WINDSOR MILL, MD",2015
INTERNATIONAL TECHNOLOGIES PRO LLC,DATA ANALYST,60000.0,"PITTSBURGH, PA",2015
EDGE IT CORP,DATA ANALYST,60000.0,"NEW YORK, NY",2015
FIDELITY BROKERAGE SERVICES LLC,DATA ANALYST,60154.0,"DURHAM, NC",2015
CYGTEC INC,DATA ANALYST,60278.0,"ENGLEWOOD, CO",2015
ATRI SOFTECH INC,DATA ANALYST,61000.0,"DALLAS, TX",2015
ATRI SOFTECH INC,DATA ANALYST,61000.0,"DALLAS, TX",2015
K-TEK RESOURCING LLC,DATA ANALYST,61000.0,"DALLAS, TX",2015
UNIVERSITY OF NOTRE DAME DU LAC,DATA ANALYST,61838.0,"SOUTH BEND, IN",2015
YU CERTIFIED PUBLIC ACCOUNTANT PC,DATA ANALYST,62000.0,"NEW YORK, NY",2015
COLLABORATE SOLUTIONS INC,DATA ANALYST,62005.0,"SHREWSBURY, MA",2015
CONNEXIZ INC,DATA ANALYST,62462.0,"MORRISTOWN, NJ",2015
INTERNATIONAL TECHNOLOGIES PRO LLC,DATA ANALYST,63000.0,"HOUSTON, TX",2015
EDGE IT CORP,DATA ANALYST,63500.0,"WILMINGTON, DE",2015
