Company,Job,Salary,Location,Year
ASPEN SKIING COMPANY,FRONT DESK AGENT,41000.0,"ASPEN, CO",2019
SENSE360 INC,FRONT END DATA SCIENTIST,87500.0,"CULVER CITY, CA",2019
ETQ LLC,FRONT END ENGINEER,75000.0,"BURLINGTON, MA",2019
ADVANCED KNOWLEDGE TECH LLC,FRONT END ENGINEER,75234.0,"MADISON, WI",2019
AXXESS CONSULT INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
AXXESS CONSULT INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
AXXESS CONSULT INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
AXXESS CONSULT INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
ALTO EXPERIENCE INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
ALTO EXPERIENCE INC,FRONT END ENGINEER,77189.0,"DALLAS, TX",2019
E-GIANTS TECHNOLOGIES LLC,FRONT END ENGINEER,80000.0,"HERMITAGE, TN",2019
SOFTVISION LLC,FRONT END ENGINEER,81016.0,"WEST PALM BEACH, FL",2019
SOFTVISION LLC,FRONT END ENGINEER,81016.0,"WEST PALM BEACH, FL",2019
AMAZONCOM SERVICES INC,FRONT END ENGINEER,82035.0,"TEMPE, AZ",2019
UPLIFT INC,FRONT END ENGINEER,85000.0,"MENLO PARK, CA",2019
PYCUBE INC,FRONT END ENGINEER,85509.0,"ALPHARETTA, GA",2019
ENEXUS GLOBAL INC,FRONT END ENGINEER,86320.0,"SUNNYVALE, CA",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,86500.0,"SUNNYVALE, CA",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,86500.0,"SAN JOSE, CA",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,86500.0,"SUNNYVALE, CA",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,86500.0,"SAN JOSE, CA",2019
TEK LEADERS INC,FRONT END ENGINEER,87173.0,"BROOMFIELD, CO",2019
FOLIO FINANCIAL INC,FRONT END ENGINEER,90000.0,"MCLEAN, VA",2019
AMAZONCOM SERVICES INC,FRONT END ENGINEER,94203.0,"EAST PALO ALTO, CA",2019
AXIS GLOBAL BUSINESS USA INC,FRONT END ENGINEER,95000.0,"DORCHESTER, MA",2019
SAIBERSYS INC,FRONT END ENGINEER,96000.0,"DALLAS, TX",2019
E2OPEN LLC,FRONT END ENGINEER,96595.0,"PARSIPPANY, NJ",2019
PROFUSION SYSTEMS INC,FRONT END ENGINEER,97000.0,"NEW YORK, NY",2019
OVERSTOCKCOM INC,FRONT END ENGINEER,98000.0,"MIDVALE, UT",2019
HEALTHTAP INC,FRONT END ENGINEER,100000.0,"MOUNTAIN VIEW, CA",2019
ADVERTISING SPECIALTY INSTITUTE,FRONT END ENGINEER,101500.0,"TREVOSE, PA",2019
NEXTGEN TECHNOLOGIES INC,FRONT END ENGINEER,108784.0,"SUNNYVALE, CA",2019
ENEXUS GLOBAL INC,FRONT END ENGINEER,109242.0,"SUNNYVALE, CA",2019
NEXTGEN TECHNOLOGIES INC,FRONT END ENGINEER,109242.0,"SUNNYVALE, CA",2019
HEALTHTAP INC,FRONT END ENGINEER,109500.0,"MOUNTAIN VIEW, CA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"MENLO PARK, CA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"NEW YORK, NY",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,110000.0,"MOUNTAIN VIEW, CA",2019
HYADES TECHNOLOGY INC,FRONT END ENGINEER,110000.0,"MOUNTAIN VIEW, CA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"NEW YORK, NY",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
WHATSAPP INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
FACEBOOK INC,FRONT END ENGINEER,110000.0,"SEATTLE, WA",2019
TEKVISTA INC,FRONT END ENGINEER,110000.0,"SUNNYVALE, CA",2019
TEKVISTA INC,FRONT END ENGINEER,110000.0,"SUNNYVALE, CA",2019
TEKVISTA INC,FRONT END ENGINEER,110000.0,"SUNNYVALE, CA",2019
UPWORK INC,FRONT END ENGINEER,111384.0,"MOUNTAIN VIEW, CA",2019
FACEBOOK INC,FRONT END ENGINEER,114632.0,"MENLO PARK, CA",2019
EDMUNDSCOM,FRONT END ENGINEER,115000.0,"SANTA MONICA, CA",2019
FACEBOOK INC,FRONT END ENGINEER,115000.0,"SEATTLE, WA",2019
MYTHRI CONSULTING LLC,FRONT END ENGINEER,119122.0,"SAN FRANCISCO, CA",2019
MYTHRI CONSULTING LLC,FRONT END ENGINEER,119122.0,"OAKLAND, CA",2019
MYTHRI CONSULTING LLC,FRONT END ENGINEER,119122.0,"OAKLAND, CA",2019
MYTHRI CONSULTING LLC,FRONT END ENGINEER,119122.0,"SAN FRANCISCO, CA",2019
PERSONALIZED BEAUTY DISCOVERY INC,FRONT END ENGINEER,121077.0,"SAN MATEO, CA",2019
WOOPRA INC,FRONT END ENGINEER,121077.0,"SAN FRANCISCO, CA",2019
FTD COMPANIES INC,FRONT END ENGINEER,125000.0,"DOWNERS GROVE, IL",2019
EDMUNDSCOM,FRONT END ENGINEER,130000.0,"SANTA MONICA, CA",2019
FACEBOOK INC,FRONT END ENGINEER,130000.0,"MENLO PARK, CA",2019
AMAZONCOM SERVICES INC,FRONT END ENGINEER,135000.0,"SEATTLE, WA",2019
DOCUSIGN INC,FRONT END ENGINEER,135000.0,"SAN FRANCISCO, CA",2019
CONVENTUS LLC,FRONT END ENGINEER,135000.0,"SAN FRANCISCO, CA",2019
CONVENTUS LLC,FRONT END ENGINEER,135000.0,"SAN FRANCISCO, CA",2019
SNOWFLAKE COMPUTING INC,FRONT END ENGINEER,138091.0,"SAN MATEO, CA",2019
FACEBOOK INC,FRONT END ENGINEER,142554.0,"MENLO PARK, CA",2019
FACEBOOK INC,FRONT END ENGINEER,142554.0,"MENLO PARK, CA",2019
FACEBOOK INC,FRONT END ENGINEER,142554.0,"SAN FRANCISCO, CA",2019
FACEBOOK INC,FRONT END ENGINEER,142554.0,"SAN FRANCISCO, CA",2019
FACEBOOK INC,FRONT END ENGINEER,142994.0,"SEATTLE, WA",2019
SURVEYMONKEY INC,FRONT END ENGINEER,144040.0,"SAN MATEO, CA",2019
GLASSDOOR INC,FRONT END ENGINEER,145000.0,"SAN FRANCISCO, CA",2019
FACEBOOK INC,FRONT END ENGINEER,150000.0,"SEATTLE, WA",2019
FACEBOOK INC,FRONT END ENGINEER,150440.0,"MENLO PARK, CA",2019
